Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
VT-005,Caledonia County,56,74,0.8,55.2
VT-007,Chittenden County,59.8,100,2.2,57.6
VT-009,Essex County,55.2,73,0.9,54.3
VT-011,Franklin County,59.2,96,1.9,57.3
VT-013,Grand Isle County,61.1,88,1.7,59.4
VT-015,Lamoille County,56.9,91,1.7,55.2
VT-017,Orange County,57.6,90,1.7,55.9
VT-019,Orleans County,55.9,77,1,54.9
VT-021,Rutland County,57.1,75,0.8,56.3
VT-023,Washington County,56.8,88,1.4,55.4
VT-025,Windham County,58,85,1.4,56.6
VT-027,Windsor County,57.9,94,1.7,56.2
VA-001,Accomack County,70.7,75,0.7,70
VA-003,Albemarle County,66,44,-0.9,66.9
VA-005,Alleghany County,62.9,34,-1.6,64.5
VA-007,Amelia County,68,45,-0.9,68.9
VA-009,Amherst County,65.6,45,-0.9,66.5
VA-011,Appomattox County,66.4,44,-1,67.4
VA-013,Arlington County,68,54,0.1,67.9
VA-015,Augusta County,62.8,37,-1.2,64
VA-017,Bath County,62.3,38,-1.1,63.4
VA-019,Bedford County,66.4,45,-0.9,67.3
VA-021,Bland County,61.6,44,-1,62.6
VA-023,Botetourt County,64.6,27,-1.8,66.4
VA-025,Brunswick County,69,50,-0.5,69.5
VA-027,Buchanan County,65.1,41,-0.9,66
VA-029,Buckingham County,66.6,39,-1.3,67.9
VA-031,Campbell County,67.2,54,-0.3,67.5
VA-033,Caroline County,68.1,51,-0.5,68.6
VA-035,Carroll County,62.2,38,-1.2,63.4
VA-036,Charles City County,70.2,46,-0.7,70.9
VA-037,Charlotte County,67.7,52,-0.5,68.2
VA-041,Chesterfield County,68.8,47,-0.9,69.7
VA-043,Clarke County,65,50,-0.6,65.6
VA-045,Craig County,62.8,35,-1.5,64.3
VA-047,Culpeper County,66.3,45,-0.7,67
VA-049,Cumberland County,67.4,42,-1,68.4
VA-051,Dickenson County,65.1,45,-0.8,65.9
VA-053,Dinwiddie County,69.1,51,-0.6,69.7
VA-057,Essex County,69.1,50,-0.4,69.5
VA-059,Fairfax County,67.8,57,0.2,67.6
VA-061,Fauquier County,66,52,-0.4,66.4
VA-063,Floyd County,61,30,-1.8,62.8
VA-065,Fluvanna County,67,45,-0.9,67.9
VA-067,Franklin County,65.6,38,-1.5,67.1
VA-069,Frederick County,64,43,-0.9,64.9
VA-071,Giles County,62.2,34,-1.5,63.7
VA-073,Gloucester County,70.7,54,-0.1,70.8
VA-075,Goochland County,67.6,48,-0.8,68.4
VA-077,Grayson County,60.9,51,-0.4,61.3
VA-079,Greene County,65,49,-0.5,65.5
VA-081,Greensville County,69.9,56,-0.3,70.2
VA-083,Halifax County,68,49,-0.7,68.7
VA-085,Hanover County,68,47,-1.1,69.1
VA-087,Henrico County,68.8,47,-1.1,69.9
VA-089,Henry County,66.7,35,-1.5,68.2
VA-091,Highland County,59.9,44,-0.8,60.7
VA-093,Isle of Wight County,71.5,74,0.4,71.1
VA-095,James City County,70.6,51,-0.3,70.9
VA-097,King and Queen County,69,43,-0.8,69.8
VA-099,King George County,69.4,68,0.6,68.8
VA-101,King William County,68.8,46,-0.9,69.7
VA-103,Lancaster County,70,53,-0.1,70.1
VA-105,Lee County,66.3,46,-1.2,67.5
VA-107,Loudoun County,66,52,-0.5,66.5
VA-109,Louisa County,66.9,50,-0.7,67.6
VA-111,Lunenburg County,68.1,49,-0.6,68.7
VA-113,Madison County,64.7,47,-0.7,65.4
VA-115,Mathews County,71.1,66,0.2,70.9
VA-117,Mecklenburg County,68.5,48,-0.7,69.2
VA-119,Middlesex County,70,48,-0.4,70.4
VA-121,Montgomery County,62.8,31,-1.8,64.6
VA-125,Nelson County,64.9,37,-1.2,66.1
VA-127,New Kent County,69.4,44,-0.9,70.3
VA-131,Northampton County,71.7,76,0.8,70.9
VA-133,Northumberland County,69.9,63,0.2,69.7
VA-135,Nottoway County,68.1,44,-0.7,68.8
VA-137,Orange County,66.5,47,-0.7,67.2
VA-139,Page County,63.3,47,-0.7,64
VA-141,Patrick County,64.8,33,-1.5,66.3
VA-143,Pittsylvania County,66.9,33,-1.5,68.4
VA-145,Powhatan County,67.9,48,-0.9,68.8
VA-147,Prince Edward County,67.3,46,-0.9,68.2
VA-149,Prince George County,70,48,-0.7,70.7
VA-153,Prince William County,67.8,61,0.3,67.5
VA-155,Pulaski County,62.9,38,-1.4,64.3
VA-157,Rappahannock County,64.2,42,-1,65.2
VA-159,Richmond County,69.4,52,-0.2,69.6
VA-161,Roanoke County,64.8,39,-1.5,66.3
VA-163,Rockbridge County,64.1,37,-1.4,65.5
VA-165,Rockingham County,63,41,-0.8,63.8
VA-167,Russell County,65,60,-0.1,65.1
VA-169,Scott County,66.7,50,-0.7,67.4
VA-171,Shenandoah County,63.5,36,-1.1,64.6
VA-173,Smyth County,62.8,59,-0.1,62.9
VA-175,Southampton County,70.5,60,-0.1,70.6
VA-177,Spotsylvania County,67.1,53,-0.3,67.4
VA-179,Stafford County,68.2,70,0.5,67.7
VA-181,Surry County,70.6,53,-0.2,70.8
VA-183,Sussex County,70,54,-0.3,70.3
VA-185,Tazewell County,62.3,53,-0.4,62.7
VA-187,Warren County,64,38,-1,65
VA-191,Washington County,65.9,68,0.3,65.6
VA-193,Westmoreland County,69.7,65,0.3,69.4
VA-195,Wise County,64.2,45,-0.9,65.1
VA-197,Wythe County,62.3,45,-0.9,63.2
VA-199,York County,71.4,69,0.2,71.2
VA-510,Alexandria City,68.6,54,0.1,68.5
VA-520,Bristol City,67.4,67,0.1,67.3
VA-530,Buena Vista City,65.5,36,-1.3,66.8
VA-540,Charlottesville City,66.5,43,-1,67.5
VA-550,Chesapeake City,72.9,90,1.6,71.3
VA-570,Colonial Heights City,69.6,45,-0.9,70.5
VA-580,Covington City,64.2,22,-2,66.2
VA-590,Danville City,67.6,29,-1.9,69.5
VA-595,Emporia City,70.2,57,-0.2,70.4
VA-600,Fairfax City,67.5,58,0.3,67.2
VA-610,Falls Church City,67.6,56,0.3,67.3
VA-620,Franklin City,70.8,66,0.1,70.7
VA-630,Fredericksburg City,68.1,69,0.5,67.6
VA-640,Galax City,62.2,42,-0.9,63.1
VA-650,Hampton City,72.9,79,1.1,71.8
VA-660,Harrisonburg City,64,40,-0.9,64.9
VA-670,Hopewell City,69.9,44,-1,70.9
VA-680,Lynchburg City,67.2,59,-0.1,67.3
VA-683,Manassas City,67.6,57,0.1,67.5
VA-685,Manassas Park City,67.7,59,0.2,67.5
VA-690,Martinsville City,66.9,38,-1.3,68.2
VA-700,Newport News City,72.2,74,0.6,71.6
VA-710,Norfolk City,74,96,1.9,72.1
VA-720,Norton City,64.2,46,-0.8,65
VA-730,Petersburg City,69.6,45,-0.8,70.4
VA-735,Poquoson City,72.6,77,0.9,71.7
VA-740,Portsmouth City,73.7,90,1.5,72.2
VA-750,Radford City,63.2,33,-1.7,64.9
VA-760,Richmond City,68.7,47,-1.1,69.8
VA-770,Roanoke City,66.6,41,-1.2,67.8
VA-775,Salem City,66.4,40,-1.3,67.7
VA-790,Staunton City,63.9,38,-1.2,65.1
VA-800,Suffolk City,71.6,72,0.5,71.1
VA-810,Virginia Beach City,74.4,111,2.7,71.7
VA-820,Waynesboro City,64.1,39,-1.1,65.2
VA-830,Williamsburg City,70.5,56,-0.2,70.7
VA-840,Winchester City,64.5,45,-0.8,65.3
WA-001,Adams County,63.5,107,3.4,60.1
WA-003,Asotin County,63.9,120,5.5,58.4
WA-005,Benton County,65.9,111,3,62.9
WA-007,Chelan County,58.8,122,4.9,53.9
WA-009,Clallam County,60.2,126,5,55.2
WA-011,Clark County,64.8,126,4.5,60.3
WA-013,Columbia County,63.5,121,5.3,58.2
WA-015,Cowlitz County,63.2,126,5,58.2
WA-017,Douglas County,64.2,116,4.2,60
WA-019,Ferry County,59.3,118,4.9,54.4
WA-021,Franklin County,65.6,113,3.4,62.2
WA-023,Garfield County,63.9,121,5.5,58.4
WA-025,Grant County,64.5,98,2.5,62
WA-027,Grays Harbor County,62.2,126,4.5,57.7
WA-029,Island County,61.9,126,4.3,57.6
WA-031,Jefferson County,59,126,5,54
WA-033,King County,60.8,126,4.6,56.2
WA-035,Kitsap County,63.9,126,5,58.9
WA-037,Kittitas County,60.8,121,4.7,56.1
WA-039,Klickitat County,62.7,117,4,58.7
WA-041,Lewis County,61.4,126,5.2,56.2
WA-043,Lincoln County,61.1,104,2.8,58.3
WA-045,Mason County,62.1,126,4.8,57.3
WA-047,Okanogan County,59,119,5,54
WA-049,Pacific County,62.6,126,4.7,57.9
WA-051,Pend Oreille County,57.2,118,4.4,52.8
WA-053,Pierce County,60.2,126,5,55.2
WA-055,San Juan County,61,126,3.8,57.2
WA-057,Skagit County,59.9,126,5.3,54.6
WA-059,Skamania County,59.8,123,4.8,55
WA-061,Snohomish County,60,126,4.9,55.1
WA-063,Spokane County,61.8,119,4.7,57.1
WA-065,Stevens County,60.6,115,4.4,56.2
WA-067,Thurston County,63.5,126,4.6,58.9
WA-069,Wahkiakum County,62.5,126,4.8,57.7
WA-071,Walla Walla County,65.9,109,3.4,62.5
WA-073,Whatcom County,58.3,126,5.1,53.2
WA-075,Whitman County,63.5,120,4.6,58.9
WA-077,Yakima County,61.5,120,4.7,56.8
WV-001,Barbour County,64.1,71,0.5,63.6
WV-003,Berkeley County,64.9,53,-0.4,65.3
WV-005,Boone County,66.2,44,-0.7,66.9
WV-007,Braxton County,66.1,67,0,66.1
WV-009,Brooke County,64.8,66,0.4,64.4
WV-011,Cabell County,67.2,55,-0.3,67.5
WV-013,Calhoun County,66.2,65,0.1,66.1
WV-015,Clay County,66,49,-0.5,66.5
WV-017,Doddridge County,65.7,70,0.3,65.4
WV-019,Fayette County,63.4,43,-1,64.4
WV-021,Gilmer County,66.3,70,0.3,66
WV-023,Grant County,62.2,52,-0.4,62.6
WV-025,Greenbrier County,61.4,51,-0.5,61.9
WV-027,Hampshire County,63.5,37,-1.1,64.6
WV-029,Hancock County,64,55,-0.2,64.2
WV-031,Hardy County,62.5,37,-1.1,63.6
WV-033,Harrison County,65.6,73,0.5,65.1
WV-035,Jackson County,65.8,43,-0.8,66.6
WV-037,Jefferson County,65.2,49,-0.6,65.8
WV-039,Kanawha County,66.7,47,-0.6,67.3
WV-041,Lewis County,65.8,72,0.5,65.3
WV-043,Lincoln County,67.5,55,-0.2,67.7
WV-045,Logan County,66.5,41,-0.9,67.4
WV-047,McDowell County,64.6,41,-1,65.6
WV-049,Marion County,64.9,68,0.1,64.8
WV-051,Marshall County,64.6,56,0,64.6
WV-053,Mason County,65.4,31,-1.5,66.9
WV-055,Mercer County,61.9,33,-1.6,63.5
WV-057,Mineral County,64.1,43,-0.8,64.9
WV-059,Mingo County,67.1,45,-0.8,67.9
WV-061,Monongalia County,64.6,65,0.2,64.4
WV-063,Monroe County,62.8,42,-1.1,63.9
WV-065,Morgan County,64.4,52,-0.4,64.8
WV-067,Nicholas County,63.2,51,-0.4,63.6
WV-069,Ohio County,64.7,67,0.4,64.3
WV-071,Pendleton County,60.8,53,-0.5,61.3
WV-073,Pleasants County,65.7,57,-0.1,65.8
WV-075,Pocahontas County,58.5,42,-0.8,59.3
WV-077,Preston County,62,66,0.1,61.9
WV-079,Putnam County,66.7,46,-0.6,67.3
WV-081,Raleigh County,62.8,39,-1,63.8
WV-083,Randolph County,59.8,63,0.1,59.7
WV-085,Ritchie County,65.9,65,0.2,65.7
WV-087,Roane County,66.3,59,-0.1,66.4
WV-089,Summers County,63.6,43,-1,64.6
WV-091,Taylor County,64.6,60,-0.2,64.8
WV-093,Tucker County,59.9,66,0.3,59.6
WV-095,Tyler County,65.4,53,-0.3,65.7
WV-097,Upshur County,63.9,69,0.5,63.4
WV-099,Wayne County,67.4,59,-0.2,67.6
WV-101,Webster County,61.6,46,-0.6,62.2
WV-103,Wetzel County,64.7,55,-0.2,64.9
WV-105,Wirt County,66.2,61,0.2,66
WV-107,Wood County,66.3,58,0.1,66.2
WV-109,Wyoming County,64.4,38,-1,65.4
WI-001,Adams County,58.4,46,-0.6,59
WI-003,Ashland County,54,42,-0.9,54.9
WI-005,Barron County,56.1,40,-1.1,57.2
WI-007,Bayfield County,54.5,49,-0.3,54.8
WI-009,Brown County,58.9,70,0.4,58.5
WI-011,Buffalo County,59.3,48,-0.7,60
WI-013,Burnett County,56.2,40,-0.8,57
WI-015,Calumet County,59.6,70,0.5,59.1
WI-017,Chippewa County,57.1,42,-0.7,57.8
WI-019,Clark County,56.7,47,-0.6,57.3
WI-021,Columbia County,59.7,46,-0.5,60.2
WI-023,Crawford County,60,34,-1.4,61.4
WI-025,Dane County,60.2,43,-0.7,60.9
WI-027,Dodge County,59.7,45,-0.7,60.4
WI-029,Door County,57.5,47,-0.7,58.2
WI-031,Douglas County,55,50,-0.2,55.2
WI-033,Dunn County,57.8,37,-1,58.8
WI-035,Eau Claire County,57.6,41,-0.8,58.4
WI-037,Florence County,53.8,49,-0.5,54.3
WI-039,Fond du Lac County,60.1,67,0.4,59.7
WI-041,Forest County,52.8,32,-1.3,54.1
WI-043,Grant County,60,29,-1.8,61.8
WI-045,Green County,60,32,-1.5,61.5
WI-047,Green Lake County,59.3,47,-0.6,59.9
WI-049,Iowa County,59,27,-1.7,60.7
WI-051,Iron County,52.6,29,-1.7,54.3
WI-053,Jackson County,58.1,52,-0.4,58.5
WI-055,Jefferson County,60.4,40,-1,61.4
WI-057,Juneau County,58.4,47,-0.5,58.9
WI-059,Kenosha County,62,44,-0.6,62.6
WI-061,Kewaunee County,58.5,61,0.2,58.3
WI-063,La Crosse County,59.2,39,-1.2,60.4
WI-065,Lafayette County,59.6,32,-1.5,61.1
WI-067,Langlade County,54,42,-0.8,54.8
WI-069,Lincoln County,54.6,42,-0.9,55.5
WI-071,Manitowoc County,59.2,65,0.4,58.8
WI-073,Marathon County,56.2,48,-0.5,56.7
WI-075,Marinette County,56,46,-0.6,56.6
WI-077,Marquette County,58.9,42,-0.9,59.8
WI-078,Menominee County,56.3,56,-0.2,56.5
WI-079,Milwaukee County,61.7,59,-0.1,61.8
WI-081,Monroe County,57.9,38,-1.1,59
WI-083,Oconto County,56.7,50,-0.6,57.3
WI-085,Oneida County,52.6,20,-2.1,54.7
WI-087,Outagamie County,59,67,0.2,58.8
WI-089,Ozaukee County,59.9,44,-0.7,60.6
WI-091,Pepin County,59.1,40,-0.9,60
WI-093,Pierce County,58.9,41,-0.8,59.7
WI-095,Polk County,56.9,42,-0.9,57.8
WI-097,Portage County,57.9,54,-0.2,58.1
WI-099,Price County,54.2,44,-0.7,54.9
WI-101,Racine County,61.6,47,-0.6,62.2
WI-103,Richland County,58.9,32,-1.7,60.6
WI-105,Rock County,60.4,32,-1.6,62
WI-107,Rusk County,56.3,56,-0.3,56.6
WI-109,St. Croix County,58.3,46,-0.6,58.9
WI-111,Sauk County,58.9,40,-1.2,60.1
WI-113,Sawyer County,54.9,54,-0.1,55
WI-115,Shawano County,57.3,58,0,57.3
WI-117,Sheboygan County,59.7,61,0.1,59.6
WI-119,Taylor County,55.6,48,-0.4,56
WI-121,Trempealeau County,58.8,44,-0.7,59.5
WI-123,Vernon County,58.5,31,-1.6,60.1
WI-125,Vilas County,51.8,21,-2.2,54
WI-127,Walworth County,60.8,39,-1,61.8
WI-129,Washburn County,55.4,42,-0.6,56
WI-131,Washington County,59,38,-1,60
WI-133,Waukesha County,60.2,44,-0.8,61
WI-135,Waupaca County,58.7,61,0.1,58.6
WI-137,Waushara County,58.9,56,-0.2,59.1
WI-139,Winnebago County,60.1,69,0.4,59.7
WI-141,Wood County,57.7,53,-0.3,58
WY-001,Albany County,53.7,84,2,51.7
WY-003,Big Horn County,58.5,114,4.3,54.2
WY-005,Campbell County,59,86,2,57
WY-007,Carbon County,55,89,1.9,53.1
WY-009,Converse County,57.5,74,1,56.5
WY-011,Crook County,57.6,75,1.3,56.3
WY-013,Fremont County,54.8,95,2.1,52.7
WY-015,Goshen County,60.4,82,2,58.4
WY-017,Hot Springs County,57.6,101,2.5,55.1
WY-019,Johnson County,56.9,85,1.8,55.1
WY-021,Laramie County,58.8,88,2.3,56.5
WY-023,Lincoln County,52.2,98,2.3,49.9
WY-025,Natrona County,57.5,82,1.7,55.8
WY-027,Niobrara County,59.2,71,1,58.2
WY-029,Park County,53.6,115,4.3,49.3
WY-031,Platte County,60,91,2.4,57.6
WY-033,Sheridan County,57.2,101,2.8,54.4
WY-035,Sublette County,49.9,103,2.4,47.5
WY-037,Sweetwater County,55.9,91,1.8,54.1
WY-039,Teton County,48.7,92,1.8,46.9
WY-041,Uinta County,53.9,103,2.3,51.6
WY-043,Washakie County,59.1,101,2.6,56.5
WY-045,Weston County,58.7,75,1.4,57.3
AK-013,Aleutians East Borough,47,51,0.1,46.9
AK-016,Aleutians West Census Area,46.4,45,0,46.4
AK-020,Anchorage Municipality,43.4,80,2.1,41.3
AK-050,Bethel Census Area,44.5,61,1,43.5
AK-060,Bristol Bay Borough,47.4,40,-0.1,47.5
AK-068,Denali Borough,40.4,68,1.8,38.6
AK-070,Dillingham Census Area,45.8,58,0.6,45.2
AK-090,Fairbanks North Star Borough,43.6,70,2,41.6
AK-100,Haines Borough,44.5,79,1.4,43.1
AK-105,Hoonah-Angoon Census Area,46.8,84,1.6,45.2
AK-110,Juneau City and Borough,44.4,90,2,42.4
AK-122,Kenai Peninsula Borough,44.7,80,2.3,42.4
AK-130,Ketchikan Gateway Borough,51.2,90,2.2,49
AK-150,Kodiak Island Borough,47.9,78,1.4,46.5
AK-158,Kusilvak Census Area,44.1,54,0.4,43.7
AK-164,Lake and Peninsula Borough,46.4,63,0.5,45.9
AK-170,Matanuska-Susitna Borough,41.3,73,1.7,39.6
AK-180,Nome Census Area,41.1,56,0.8,40.3
AK-185,North Slope Borough,34.1,61,1.8,32.3
AK-188,Northwest Arctic Borough,39.4,56,1.1,38.3
AK-195,Petersburg Borough,46.7,88,2,44.7
AK-198,Prince of Wales-Hyder Census Area,52.6,83,1.7,50.9
AK-220,Sitka City and Borough,49.8,80,1.7,48.1
AK-230,Skagway Municipality,41.5,78,1.5,40
AK-240,Southeast Fairbanks Census Area,41.1,74,2.1,39
AK-261,Valdez-Cordova Census Area,39.3,73,1.5,37.8
AK-275,Wrangell City and Borough,49.9,87,1.9,48
AK-282,Yakutat City and Borough,42.7,74,1.4,41.3
AK-290,Yukon-Koyukuk Census Area,42.1,63,1.7,40.4
